id,topic_id,difficulty_level_id,question_type_id,question_text,correct_answer,metadata_json,source,is_active,created_at
c74fcf62-6e21-500c-91ab-e148256cfa85,e5364019-c2ee-5b46-ae2e-abff08deaaf1,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,How many sides does a rectangle have?,4,"{""topic_name"":""Geometry"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
9577971c-703b-5fb5-ba62-4699cd84a4d2,e5364019-c2ee-5b46-ae2e-abff08deaaf1,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Geometry.,A correct answer should use the main idea of Geometry.,"{""topic_name"":""Geometry"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
e150dd34-2a2a-5336-a670-a2cb16837dfb,e5364019-c2ee-5b46-ae2e-abff08deaaf1,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Geometry can help strengthen classroom understanding.,true,"{""topic_name"":""Geometry"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
9d1ae22b-b505-51ff-a2fe-8d7e127cab7d,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Word problems'?,the main idea,"{""topic_name"":""Word problems"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
002ab2bc-0967-54e3-88fc-9b800b2b848c,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Word problems.,A correct answer should use the main idea of Word problems.,"{""topic_name"":""Word problems"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
9d9ae947-d69a-5cf4-adc5-aa1d24edb3cc,a3136ca7-0bdb-5dbc-a6fc-fbc6ccee97e8,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,A word problem should be read carefully before choosing the operation.,true,"{""topic_name"":""Word problems"",""subject_id"":""06034aef-43a8-5f21-8e49-0a154a329960"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
e6cd6350-79b3-5e98-856c-b88152a35aa5,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Reading comprehension'?,the main idea,"{""topic_name"":""Reading comprehension"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
39ed5894-1e0b-5dca-bfcc-05326610de86,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Reading comprehension.,A correct answer should use the main idea of Reading comprehension.,"{""topic_name"":""Reading comprehension"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
115c25bf-738c-57b5-9248-0525e392587c,b1c7f709-b237-5bdf-b1b5-9e24a05816d9,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Reading comprehension can help strengthen classroom understanding.,true,"{""topic_name"":""Reading comprehension"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
1a2e3b42-1e53-5b13-852d-7a5df9da5eb5,637f87dc-bc9c-5cc3-8cd2-fb014dc137ef,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Writing structure'?,the main idea,"{""topic_name"":""Writing structure"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
a1288680-9e13-5f61-9d4e-7801359f865d,637f87dc-bc9c-5cc3-8cd2-fb014dc137ef,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Writing structure.,A correct answer should use the main idea of Writing structure.,"{""topic_name"":""Writing structure"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
cd359509-b273-5bd0-b695-fc520630b275,637f87dc-bc9c-5cc3-8cd2-fb014dc137ef,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Writing structure can help strengthen classroom understanding.,true,"{""topic_name"":""Writing structure"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
2aca074d-4fa6-5530-bcb2-7bd79701c698,9e6703c0-9070-559b-b6ca-970a9381a7ad,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
70685881-22df-5ed9-95a7-16d677ffc2be,9e6703c0-9070-559b-b6ca-970a9381a7ad,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
6b817a5b-02d8-5272-9b8c-3a05c318b2e8,9e6703c0-9070-559b-b6ca-970a9381a7ad,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""54ee5495-062b-5ba2-9fb3-39d726b1c2e6"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
71a9a388-1c4b-53b1-9933-ad4f11727187,32beb691-f84c-5959-a91c-94d9a0754590,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
000f3615-93d8-5909-9e19-5c367b4e7ca0,32beb691-f84c-5959-a91c-94d9a0754590,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
58669924-a775-5769-9490-e88d55287f07,32beb691-f84c-5959-a91c-94d9a0754590,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
d0e60e37-73c9-5ef9-b272-a07488326294,3508eb67-2fb4-547f-a068-e336936b39e8,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Grammar'?,the main idea,"{""topic_name"":""Grammar"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
848a8438-4080-5879-a190-d68d51f361d8,3508eb67-2fb4-547f-a068-e336936b39e8,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Grammar.,A correct answer should use the main idea of Grammar.,"{""topic_name"":""Grammar"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
edcf07fe-6377-5213-97ef-4fb848bb58d4,3508eb67-2fb4-547f-a068-e336936b39e8,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Every complete sentence should express a full idea.,true,"{""topic_name"":""Grammar"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
646f12b3-c0d2-5c64-af4a-3f9e028f4083,a5b42ea4-a35a-5e26-8356-409ae8488cc6,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Short reading'?,the main idea,"{""topic_name"":""Short reading"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
7c769576-2bb8-5088-9e8f-f0d0c0f6264e,a5b42ea4-a35a-5e26-8356-409ae8488cc6,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Short reading.,A correct answer should use the main idea of Short reading.,"{""topic_name"":""Short reading"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
93bb4d06-a6a6-5e9f-8607-5c9aacc4fd08,a5b42ea4-a35a-5e26-8356-409ae8488cc6,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Short reading can help strengthen classroom understanding.,true,"{""topic_name"":""Short reading"",""subject_id"":""26e1e861-2a70-5a05-bf7d-7a5498c574e3"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
a90156a9-7f3d-51b2-9f79-d49cf5502618,aebe2a23-a410-511f-b2aa-eee96cdd1016,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which fraction is equal to one half?,2/4,"{""topic_name"":""Fractions"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
76e61c4c-3a69-5b27-af53-040ebda4d2f4,aebe2a23-a410-511f-b2aa-eee96cdd1016,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Fractions.,A correct answer should use the main idea of Fractions.,"{""topic_name"":""Fractions"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
fcdf5c4a-8fbc-52ac-b901-97a1181953c1,aebe2a23-a410-511f-b2aa-eee96cdd1016,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Fractions can help strengthen classroom understanding.,true,"{""topic_name"":""Fractions"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
2b4825b5-5dad-5a9a-aed4-412adb4daf2e,f821d64e-9479-5a50-ba17-d244b30512c9,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,How many sides does a rectangle have?,4,"{""topic_name"":""Geometry"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
1728e995-14ab-5908-ac99-68e5a932830f,f821d64e-9479-5a50-ba17-d244b30512c9,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Geometry.,A correct answer should use the main idea of Geometry.,"{""topic_name"":""Geometry"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
e903f40b-4643-5ae9-8107-bf96f04d43bb,f821d64e-9479-5a50-ba17-d244b30512c9,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Geometry can help strengthen classroom understanding.,true,"{""topic_name"":""Geometry"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
7c866863-b99d-5550-9fff-0e3fca431f91,d75d2a25-e5cc-5164-9e19-90689432dfb6,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Word problems'?,the main idea,"{""topic_name"":""Word problems"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
52078a3c-c814-5459-a1cb-629a63903ba0,d75d2a25-e5cc-5164-9e19-90689432dfb6,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Word problems.,A correct answer should use the main idea of Word problems.,"{""topic_name"":""Word problems"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
d2aa165e-e753-5449-98cc-6896164bcf80,d75d2a25-e5cc-5164-9e19-90689432dfb6,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,A word problem should be read carefully before choosing the operation.,true,"{""topic_name"":""Word problems"",""subject_id"":""f42095c7-7e99-5577-b1e8-859ff5696129"",""subject_name"":""Math"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
acd3e808-99bb-5813-80c0-07842c013cc2,cda900a4-2b50-5f21-a7cf-07ec43225406,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Reading comprehension'?,the main idea,"{""topic_name"":""Reading comprehension"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
3ae06782-13f5-506d-a50d-4a9f5bcb08ed,cda900a4-2b50-5f21-a7cf-07ec43225406,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Reading comprehension.,A correct answer should use the main idea of Reading comprehension.,"{""topic_name"":""Reading comprehension"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
bd957920-d77e-56d0-99b6-db60d5da89fa,cda900a4-2b50-5f21-a7cf-07ec43225406,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Reading comprehension can help strengthen classroom understanding.,true,"{""topic_name"":""Reading comprehension"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
ede2bd5c-2fcd-5b5a-af2f-9961d9ea0df9,4708a432-b4e4-5efb-a2d6-32484de77646,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Writing structure'?,the main idea,"{""topic_name"":""Writing structure"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
7b863a51-6584-5bb5-8dcd-110044de9843,4708a432-b4e4-5efb-a2d6-32484de77646,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Writing structure.,A correct answer should use the main idea of Writing structure.,"{""topic_name"":""Writing structure"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
1376633a-c718-575f-96ab-5b2f6705528a,4708a432-b4e4-5efb-a2d6-32484de77646,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Writing structure can help strengthen classroom understanding.,true,"{""topic_name"":""Writing structure"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
25a3d07f-be45-5d1d-b46d-477860effee2,448b6372-bdcd-56ea-968a-29a2574f6070,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
a4f3e4ef-ae48-50f0-b44c-a8b35c165172,448b6372-bdcd-56ea-968a-29a2574f6070,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
ec1cb087-0eed-5937-baf5-9b4cec7d0754,448b6372-bdcd-56ea-968a-29a2574f6070,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""37bd9b8d-bfd1-54d1-8066-09826199e78f"",""subject_name"":""Hebrew"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
2f63778a-cbc6-59e9-a861-3d6be10987db,d98b72fc-65d5-5720-886e-4737c64d2002,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which word means the same as 'quick'?,fast,"{""topic_name"":""Vocabulary"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
7c066589-f46d-573e-87d3-81a8249957c6,d98b72fc-65d5-5720-886e-4737c64d2002,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Vocabulary.,A correct answer should use the main idea of Vocabulary.,"{""topic_name"":""Vocabulary"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
5bda4be7-d7af-5513-9cfa-ff4a0d462ac8,d98b72fc-65d5-5720-886e-4737c64d2002,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Vocabulary can help strengthen classroom understanding.,true,"{""topic_name"":""Vocabulary"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
fc34277e-7f3b-5836-8e14-b6ab3cd37a56,3c9e563a-8f50-5061-b269-a22424440a73,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Grammar'?,the main idea,"{""topic_name"":""Grammar"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
d539294a-9dbc-595e-9c24-6679e3d9b3fd,3c9e563a-8f50-5061-b269-a22424440a73,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Grammar.,A correct answer should use the main idea of Grammar.,"{""topic_name"":""Grammar"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
0d12c0e9-fe09-581d-885e-76c3438e2261,3c9e563a-8f50-5061-b269-a22424440a73,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Every complete sentence should express a full idea.,true,"{""topic_name"":""Grammar"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
9f38d62c-497e-5a5d-be1d-e378c36443d2,e29c7c46-c9f0-50cf-bafb-a4f2ed38399c,2a2480b8-9781-5acf-b722-7d10d43e8700,686f9664-3bff-5a10-af34-06391408d1da,Which answer best matches the topic 'Short reading'?,the main idea,"{""topic_name"":""Short reading"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",human_created,True,2026-06-22T12:00:00+00:00
c7e8872e-5247-5dee-b4dd-c73bf406e3a4,e29c7c46-c9f0-50cf-bafb-a4f2ed38399c,3328ed40-62bf-5fb9-a82f-50c64bf13ee7,784e7999-826a-5bad-a92e-2963159fa1ab,Write a short answer that shows understanding of Short reading.,A correct answer should use the main idea of Short reading.,"{""topic_name"":""Short reading"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
aa6da931-7b78-573d-abd5-db273ecca31c,e29c7c46-c9f0-50cf-bafb-a4f2ed38399c,e4583409-abaf-5cb7-9aef-ad43098d82a6,dc34faa7-ca45-535b-a53b-b71512a2cfc8,Practicing Short reading can help strengthen classroom understanding.,true,"{""topic_name"":""Short reading"",""subject_id"":""b60174c4-e955-5532-9d98-85a34a90fa5f"",""subject_name"":""English"",""seed_version"":""2026-06-22""}",imported,True,2026-06-22T12:00:00+00:00
